ResourceID,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
04a98b1e-62c2-4f7d-8eec-79de46d1ec26,ELO17274,Backlog Report,Primary,Watching Brief at London Lane,2016-04-13,2016-02-20,Full,"Archaeology South-East was commissioned by CgMs Consulting to undertake an archaeological watching brief at 22-44 London Lane, London Borough of Hackney. The archaeological work comprised monitoring asbestos remediation and the excavation of three geoarchaeological test pits. Natural hackney gravels were recorded between 15.30m and 15.78m aOD. The gravels were overlain by between 0.75m and 1.45m of natural brickearth; the brickearth and gravel showed frequent signs of modern disturbance and contamination mainly associated a garage which previously occupied the site. The natural deposits were overlain by modern made ground. No archaeological remains were recorded on site. Quarternary Scientific undertook a programme of geoarchaeological fieldwork in collaboration with the archaeological field work conducted by Archaeology South East.  Three geoarchaeological test pits were inspected and opened to a depth of c.4m. This revealed a sequence of silty clay (Langley Silt) resting on sands and gravels.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
04b7def8-f559-43d7-9f19-30961659ba07,ELO18729,Backlog Report - Invisible,Primary,Event/Activity at Kidbrooke Village,2014-01-01,2014-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
04c00a90-8367-44d1-be7c-188f81b79a6c,ELO700,Backlog Report,Primary,Desk Based Assessment at Land At 1-3 The Briars,2003-05-01,2003-05-31,Full,There is no description for this event,
04c17762-4a9a-40e3-9a29-6292185f66ba,ELO9801,Backlog Report,Primary,Event/Activity at McKay Trading Estate,1999-06-07,1999-06-07,Backlog,No description is currently available for this record.  Awaiting update.,
04c5169a-1b14-4b07-949d-38a8160980c6,ELO1768,Backlog Report,Primary,Trial Trench at Roupell Court,1995-01-01,1995-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
04d310d5-fd06-4377-97bf-0abee0ba30a9,ELO3281,Backlog Report,Primary,Trial Trench at Fife Road,1996-01-01,1996-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
04d42886-f981-4bf5-8d43-c3e997a20a01,ELO11011,Backlog Report,Primary,Event/Activity at Whitechapel Road,1999-06-01,1999-06-30,Backlog,No description is currently available for this record.  Awaiting update.,
04e47559-69ac-44b8-8166-9ebda4d414d4,ELO10488,Backlog Report,Primary,Event/Activity at Heathcote Road,1992-08-15,1992-08-31,Backlog,No description is currently available for this record.  Awaiting update.,
04f29c81-7a88-4480-aa18-ddc91f08aa06,ELO10731,Backlog Report,Primary,Event/Activity at Springclose Lane,1992-10-22,1992-10-22,Backlog,No description is currently available for this record.  Awaiting update.,
04f2bc63-b356-4f0c-84c5-3ddb70f05cbc,ELO9219,Backlog Report,Primary,"Event/Activity at Petershill House, Crest House",1994-08-01,1994-08-31,Backlog,No description is currently available for this record.  Awaiting update.,
04f86da3-9d4a-4df2-998a-1b94ed18edb3,ELO16773,Backlog Report,Primary,Event/Activity at Deptford High Street,2016-03-01,2016-03-30,Full,A heritage statement was created by Tillman Architects for works to 47-49 Deptford High Street in March 2016. The statement concludes that the works will improve the existing buildings and have a positive effect on the conservation area.,A GIS polygon was drawn over the approximate extent of the buildings. Mappeda t 1:1250 using OS MasterMap as a base.
04fd9dd5-b1fb-49ef-bcb8-982392c8d711,ELO18587,Backlog Report - Invisible,Primary,Event/Activity at Leytonstone Road,2018-01-01,2018-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
04ff05ea-8753-424c-bb43-21d939864b08,ELO17839,Backlog Report - Invisible,Primary,Event/Activity at Lillie Road,2016-01-01,2016-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
050973d0-dd46-4d19-b417-5c1d1f6d5f77,ELO18687,Backlog Report - Invisible,Primary,Event/Activity at Site C - Opus 3,2017-01-01,2017-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
0542e238-bbb5-451e-892c-2be201a60ec0,ELO18743,Backlog Report - Invisible,Primary,Event/Activity at Robert Street,2018-01-01,2018-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
05533e7d-0742-4360-b1fc-f9ef6c8e4f69,ELO14915,Backlog Report,Primary,Event/Activity at Abbey Road,2012-10-15,2012-10-26,Full,"The site was located on the eastern bank of the River Rodding. Natural River Terrace Gravels were capped with brickearth then alluvium. The gravels sloped toward the river in both the test pits. A V-shaped Roman ditch was observed in both trenches with a possible termination in the northern trench. A large pit provided evidence of Medieval activity on site, and leveling layers and a nineteenth Century cesspit provided evidence of Post Medieval activity.; Project status: Complete Yes, Validated Yes; Previous/Future Work: Previous Yes, Future Not known Associated Identifiers:; Sitecode ABY 12; NMR No. 1581335 Project Type: Field evaluation; Development Type: Housing estate; Methods and Techniques: 'Test Pits', 'Sample Trenches'; Position in the Planning Process: After full determination (eg. As a condition); Reason for Investigation: Planning condition; Site status: Area of Archaeological Importance (AAI); Current Land use: Vacant Land 1 - Vacant land previously developed; Monument Type(s)/Period(s): CUT Roman, CESS-PIT Post Medieval , POSTHOLE Post Medieval , PIT Medieval , DITCH Roman, LAYER Post Medieval ; Artefact Type(s)/Period(s): GLASS Post Medieval , POT Post Medieval , POT Medieval , BRICK Post Medieval , BRICK Roman, CLAY PIPE SMOKING Post Medieval , POT Roman PROJECT LOCATION; Area 6277.47 Square metres; Grid Reference: TQ44098349 Point; Height -0.44 -  0.57 metres PROJECT CREATOR(S); Organisation: Pre-Construct Archaeology Limited; Brief originator: Bouygues UK Ltd; Design originator: Tim Bradley; Director/Manager: Tim Bradley; Supervisor: Shane Maher",
057c169a-bdd8-43e6-94cd-e082c63db283,ELO13260,Backlog Report,Primary,Event/Activity at Kensington Avenue Primary School,2013-05-28,2013-05-28,Full,Historic building recording was undertaken at Kensington Avenue Primary School on the 28th May 2013 by Compass Archaeology.  The assessment concluded most of the building dates to the original 1900 construction. Many of the internal features and layout have survived with the exception f the second floor which was damaged during bombing in World War Two.,A GIS polygon was drawn over the approximate location of the site. Mapped at 1:1250 using OS MasterMap as a base.
059433db-2f84-46f7-bb3f-6de404a57cb5,ELO14110,Backlog Report,Primary,Event/Activity at Albany House,2014-05-01,2014-05-31,Full,"A heritage statement was created for Albany House, formerly the Brentford Health Centre in May 2014 by Malcolm Fryer Architects. The 1930's building is Grade II listed with internal and external additions and alterations in later years. The proposals for conversion to a school are thought to maintain the viability of the building and cause minimal harm.",A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
059d0a8c-9e67-4d0c-bdaa-8da286a61a06,ELO18234,Backlog Report - Invisible,Primary,Event/Activity at Rectory House,1989-01-01,1989-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
05b665b2-024e-4666-8c99-ae63c3119706,ELO18466,Backlog Report - Invisible,Primary,Event/Activity at Afrex House,2018-01-01,2018-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
05c0b8d7-d124-49c5-8c77-6dfd11c2398c,ELO6591,Backlog Report,Primary,Watching Brief at Docklands Light Railway extension,2003-03-20,2003-05-07,Full,A geoarchaeological watching brief and evaluation was carried out by the Museum of London Archaeology Service between 20th March and 7th May 2003. The watching brief produced a comprehensive deposit model for the sub-surface alluvial stratigraphy along the 4.5km route.,
05cb116d-3d0d-4047-9746-1aa0581007f4,ELO18297,Backlog Report - Invisible,Primary,Event/Activity at D'Eynsford Road Camberwell Green London SE1 London Borough of Southwark,2011-01-01,2011-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
05d02753-58f4-4527-b6f4-befba01bf5f9,ELO10954,Backlog Report,Primary,Event/Activity at Upper Tooting Road,1999-05-27,1999-05-27,Backlog,No description is currently available for this record.  Awaiting update.,
05e50fb7-49c3-4ccc-a028-d0d8b314048c,ELO18458,Backlog Report,Primary,Trial Trench at Tolworth Girl's School and Sixth Form,2016-06-01,2016-06-02,Full,"Archaeology South-East were commissioned by CgMs Consulting to undertake an archaeological evaluation at Tolworth Girl's School and Sixth Form in June 2016.  Four trenches measuring 30m x 1.8m were excavated on accessible, un-truncated parts of the site. They were excavated using a mechanical excavator and all archaeological features and deposits were cleaned by hand, planned and recorded. The excavation was taken down in spits of no more than 0.25m down to the top of the first significant archaeological horizon.  Trenches 1, 3 and 4 were archaeologically negative. In trenches 3 and 4 London Clay was encountered at 0.40-0.60m below ground surface level and at 0.90-1.20m below ground surface level in Trench 1. In Trench 1 the London Clay was overlain by a landfill layer of dark brown red clay; a number of bottles dating from the 1860s to the turn of the Century were found in this layer. This layer was overlain by a laer of redeposited clay measuring 0.26-0.45m thick, which was then overlain by a topsoil. In trenches 3 and 4 the natural was overlain by a layer of subsoil and then topsoil.  Trench 2 measured 24m by 1.80m and was orientated northeast-southwest. The natural London Clay was identified at 0.50m below topsoil surface level. A ditch truncated the natural on a north-northwest-south-southest orientation. It measured 1.43m wide and had a depth of 0.20m with a shallow concave profile and a single fill comrpised of mottled light-mid grey and orange clay. No dating evidence was retrieved but it was truncated on the east by a modern land drain. Over the ditch was a layer of subsoil and then topsoil.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
