ResourceID,Geometry,External Cross Reference Source,External Cross Reference Number,Event Type,AdminArea,AdminAreaType,Currency,Address Status,Building Name,Building Number SubStreet,SubStreet,Building Number,Street,Locality,Town,Postcode,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
128107d8-c0b9-4849-be32-792081ced661,,Site Code,SIW00,Watching Brief,City of London,Borough,Current,Primary,,,,01-Oct,St Swithin's Lane,,London,EC4,ELO16913,Event - Intervention,Primary,Watching Brief at St Swithin's Lane,2000-10-01,2001-06-30,Full,"An archaeological watching brief (SIW00) by the Museum of London Archaeology Service between October 2000 and June 2001 at 1-10 St Swithin's Lane.   Archaeological deposits were recorded in one section. The deposits noted comprised the fills of Roman and, possibly, Medieval pit fills.  *Truncated natural sandy gravel was observed at 8.60m OD, and the highest archaeological deposits recorded were at 9.83m OD.*",
12d86f9e-face-4564-9d20-4baf112fc635,,,,Desk Based Assessment,Hackney,Borough,Current,Primary,,,,75-89,Wallis Road,,London,,ELO17452,Event - Interpretation,Primary,Desk Based Assessment at Wallis Road,2015-04-01,2015-10-31,Full,This report was written by Ray Rogers Heritage and Urban Design in support of an application for planning permission for the conversion of the buildings of the former Parkesine works for studio uses.   The site forms part of the industrial heritage of Hackney Wick and is within the Hackney Wick Conservation Area. The oldest building on the site dates to c.1861 and is the original George Spill factory building. The site therefore has historic interest as the location of the production of the world's first plastic as part of the Parkesine works from 1866 to 1868 and then as part of the Xylonite works from 1869 to 1874.,A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
12d86f9e-face-4564-9d20-4baf112fc635,,,,,,,,Alternate,,,,59,Birkshire Road,,,,,,,,,,,,
12d8929c-1422-48e2-852b-341a06f3dcaf,,Site Code,TKM17,Watching Brief,Richmond upon Thames,Borough,Current,Primary,Twickenham Stadium,,,200,Whitton Road,,Twickenham,TW2 7BA,ELO18665,Event - Intervention,Primary,Watching Brief at East Stand Development Twickenham Stadium,2017-03-03,2017-05-05,Full,"An archaeological watching brief was carried out by Museum of London Archaeology at the East Stand Development, Twickenham Stadium, London TW2 7BA between 3rd March 2017 and 5th May 2017. The report was commissioned from Museum of London Archaeology by the Mace Group on the behalf of the Client, RFU Twickenham.  Fifteen interventions of 2.6m square, thirteen triangular interventions of roughly 2.5m by 2.5m, and four 2m by 0.8m interventions, were monitored to a depth of 1.2m. The watching brief demonstrated that there was extensive modern truncation beneath the current ground surface at c.9.00m OD; this was associated with the construction of the existing East Stand of the stadium. This had removed much of the archaeological potential, however, there was some limited survival of exclusively horizontal soil deposits. The sequence comprised natural Kempton Park Terrace Gravel overlain by a subsoil of Langley Silt brickearth, at 8.20m OD which was overlain by buried topsoil containing 19th Century pottery recorded at c. 8.45m OD. No archaeologica  features were found and there was no evidence of the origins of the early building phases of the stadium.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
12d8929c-1422-48e2-852b-341a06f3dcaf,,OASIS ID,molas1-285231,,,,,,,,,,,,,,,,,,,,,,
12d8929c-1422-48e2-852b-341a06f3dcaf,,LPA Planning Reference,16/2611/FUL,,,,,,,,,,,,,,,,,,,,,,
12dbc9e5-8067-4408-8a9c-f786682931ff,,Site Code,GTK05,Watching Brief,Havering,Borough,Current,,,,,,,,,,ELO10463,Event - Intervention,Primary,Watching Brief at Great Tomkyns,2009-09-08,2009-11-03,Full,"Monitoring was carried out at Great Tomkyns by Essex County Council Field Archaeology Unit in 2009.  A brick fragment dating to the Tudor period or 17th Century was found and a clay pipe dating to the 17th Century was also discovered.  Late Post Medieval pits, a possible path and a section of a drainage system were also uncovered.  *Natural deposits were not observed*",A point and a polygon were drawn over the approximate locations of the trenches at a scale of 1:1250 OS based on a site location plan in the report.
12dbc9e5-8067-4408-8a9c-f786682931ff,,OASIS ID,essexcou1-23229,,,,,,,,,,,,,,,,,,,,,,
13160a75-e244-4c12-89dd-e77cfd3d2400,,,,Desk Based Assessment,Kingston upon Thames,Borough,Current,Primary,Kingston University,,,,Penrhyn Road,,Kingston upon Thames,,ELO17767,Event - Interpretation,Primary,Desk Based Assessment at Kingston University,2017-09-01,2017-09-30,Full,"In September 2017 Ove ARUP was commissioned to undertake an archaeological desk based assessment as part of a proposed scheme entailing the installation of pipework linking water intake and outfall pipes at the River Thames with Penrhyn Road Campus of Kingston University, via underground pipework along Portsmouth Road and Woodbines Avenue and a pumping system at River House.    The site lay within largely open land until the late 19th Century, only subject to isolated developments. The 20th Century saw the layout of the existent road scheme which covers much of the site, and the establishment of the university campus site which has undergone numerous changes to buildings upon it. No archaeological investigations have been undertaken within the site boundary. However, the line of the Hampton Court Palace Works conduit crosses the site and the location of a former conduit house, which may be associated, lies within the site. A find spot (a Prehistoric flint blade) is recorded within the campus area of the site.  The report concludes that the potential for Prehistoric, Medieval, Post Medieval and modern periods is moderate. The potential for Roman archaeology is low.",
1325ccdd-e377-42ca-b48e-8f3982b83463,,Site Code,WSI97,Evaluation,City of London,Borough,Current,Primary,,,,13-21,West Smithfield,,London,EC1,ELO15166,Event - Intervention,Primary,Evaluation at Weddel House,1998-01-07,1998-01-16,Full,"Second phase of archaeological evaluation by Museum of London Archaeology Service at 13-21 West Smithfield, 22-29 Hosier Lane, London EC1; between 7th and 16th January, 1998.  This phase of evaluation comprised two test pits, TP3 and TP4, in the carpark area of the development area. Test pit 3 had to be moved as its original position overlay a basement void which had not been back filled. Revised test pit 3 measured 1.9m by 1.5m. The pit was dug to a depth of 1.6m at the bottom of which was a deep feature cut into the gravel. The presence of Roman pottery sherds indicated Roman date and its depth suggested a quarry pit. It was sealed by several phases of walls which were date to the late 15th Century at the earliest. Its construction suggested that it did not bear to heavy a load. Above that were at least three phases of Post Medieval walling all of were capped by a brick-built surface including hard engineering bricks and porbably forming an external courtyard surface in the late 19th or early 20th Century.  Test pit 4, also in the car park area, extended down to 13.5m OD. It was filled by two features, one on top of the other and both were filled with a material which was probably cessy in origin suggesting two cesspits cut through each other. Both appeared to be sealed by a layer clay.  See ELO**, final phase of evaluation work for final conclusions.  *The Natural gravel was observed at 15.55m OD in TP3.*",
1325ccdd-e377-42ca-b48e-8f3982b83463,,,,,,,,Alternate,,,,22-29,Hosier Lane,,,,,,,,,,,,
13632859-15a9-476d-887f-2a9e540c1b29,,Site Code,PGE03,Watching Brief,Hounslow,Borough,Current,,,,,,,,,,ELO716,Event - Intervention,Primary,Watching Brief at Page Road,2003-04-29,2003-04-30,Full,"Ten machine-dug test pits revealed a broadly comparable sequence of deposits across the site. Relatively shallow layers of modern topsoil and made ground sealed earlier soil horizons, in which there were occasional fragments of brick or tile. These buried soils clearly relate to previous agricultural land use, which is recorded by map evidence up to the 19th and mid 20th Centuries. The buried soils overlay subsoil horizons which were not independently dated, but which may also derive from Post-Medieval land use.",
136909d8-8f15-4a38-bda9-e0e0ea2a44d4,,Site Code,GNL96,Trial Trench,Hounslow,Borough,Current,,,,,,,,,,ELO3483,Event - Intervention,Primary,Trial Trench at Green Lane,1996-10-14,1996-10-15,Full,"The Oxford Archaeological Unit was commissioned to  undertake an arcaheological field evaluation on land at the former Perret Control Co. Ltd., Green Lane, Hounslow, on the 14th and the 15th of October 1996.   The evaluation was carried out ahead of a proposed redevelopment of the site. Two trenches were excavated neither of which contained significant archaeology.",
137e638a-575a-477f-bb20-6c3f38db1df1,,,,Desk Based Assessment,Hounslow,Borough,Current,,,,,,,,,,ELO9630,Event - Interpretation,Primary,Desk Based Assessment at Industrial Estate,1992-01-01,1992-12-31,Full,In 1992 Lawson-Price Environmental was commissioned to undertake an archaeological desk based assessment at Ascot Road Industrial Estate.  The report concludes that the archaeological potential of the site is low for all periods.,
